completed_time,form additional_comments,form algae_quantity,form anoph_present,form barcode_recording falcon_barcode,form barcode_recording scan_barcode,form case case_id,form collection_date,form county,form culicine_present,form distance_from_site,form distance_to_nearest_animal_shelter,form distance_to_nearest_hse,form drainage_source | car_wash,form drainage_source | extra,form drainage_source | hotel_food_kiosk,form drainage_source | market_place,form drainage_source | other,form drainage_source | public_toilets,form drainage_source | residential_outlets,form drainage_source | salon_barber_shop,form drainage_source | unknown,form drainage_source | water_point,form geographical_information village_name,form gps_coordinates: accuracy (meters),form gps_coordinates: altitude (meters),form gps_coordinates: latitude (degrees),form gps_coordinates: longitude (degrees),form habitat_nature,form habitat_size,form interviewer,form other_breeding_site,form other_drainage_channel_source,form predators_present,form season,form shade,form site_code,form site_gps,form site_lat,form site_loc,form site_long,form site_photo,form subcase_0 case case_id,form subcounty,form sublocation,form transect,form type_of_breeding_site,form type_of_water,form vegetation_present,form water_appearance,form water_depth,form water_source,form_link,formid,hq_user,number,received_on,started_time,username
2025-09-04T06:02:16.807000Z,,moderate,no,---,---,90272ef8a94848a0af97bca7d63f8465,2025-09-04,Wajir,no,250,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,eldas,2.9,395.5,2.4915901,39.5646881,temporary,less_than_10m,Halima Banin Omar,---,---,no,dry_season,fully_shaded,GP45,2.493487798 39.56348789,2.493487798,2.493487798 39.56348789,39.56348789,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/d5cd5595-3c57-4c93-85b2-4f1e61fbcc07/1756965712238.jpg,---,Eldas,Eldas,rural,Tank,stagnant,no,clear,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/d5cd5595-3c57-4c93-85b2-4f1e61fbcc07/,d5cd5595-3c57-4c93-85b2-4f1e61fbcc07,gp45,d5cd5595-3c57-4c93-85b2-4f1e61fbcc07,2025-09-08T07:05:26.678630Z,2025-09-04T05:56:15.115000Z,gp45
2025-09-05T12:31:32.460000Z,,none,no,---,---,90272ef8a94848a0af97bca7d63f8465,2025-09-05,Wajir,no,144,more_than_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,eldas,4.8,366.0,2.4922416,39.5631385,temporary,between_10m_100m,Halima Banin Omar,---,---,no,dry_season,not_shaded,GP45,2.493487798 39.56348789,2.493487798,2.493487798 39.56348789,39.56348789,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/f9a7bbd1-6a15-488f-89d7-e967a3228e0f/1757075482859.jpg,---,Eldas,Eldas,rural,Man-made construction water reservoir,stagnant,no,polluted,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/f9a7bbd1-6a15-488f-89d7-e967a3228e0f/,f9a7bbd1-6a15-488f-89d7-e967a3228e0f,gp45,f9a7bbd1-6a15-488f-89d7-e967a3228e0f,2025-09-08T07:05:27.888047Z,2025-09-05T12:28:11.199000Z,gp45
2025-09-08T07:45:33.429000Z,no anotophele,none,no,---,---,630ac1008eec46f3b1d322a854da8dcd,2025-09-08,Marsabit,no,481,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,abduba dengicha,4.9,639.0,3.4538388,38.5133559,permanent,between_10m_100m,Abdi Dida Wario,---,---,no,dry_season,not_shaded,GP16,3.454072435 38.51767879,3.454072435,3.454072435 38.51767879,38.51767879,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/1bd636f0-f7ce-4bb6-b207-8ff417b818a5/1757317514747.jpg,---,Moyale,Walda,rural,Tank,flowing,no,clear,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/1bd636f0-f7ce-4bb6-b207-8ff417b818a5/,1bd636f0-f7ce-4bb6-b207-8ff417b818a5,gp16,1bd636f0-f7ce-4bb6-b207-8ff417b818a5,2025-09-08T07:45:34.835200Z,2025-09-08T07:42:03.375000Z,gp16
2025-09-08T07:53:35.273000Z,,---,---,---,---,af90a4ca50164367b66c4cbae6bf91b8,2025-09-08,Wajir,---,113919,---,---,---,---,---,---,---,---,---,---,---,---,iftin,5.0,238.4,1.747238,40.0627638,---,---,Raha Sirat Muhumed,---,---,---,---,---,GP21,0.845824844 39.57577571,0.845824844,0.845824844 39.57577571,39.57577571,---,---,Wajir South,Dilmanyaley,---,---,---,---,---,---,---,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/fb86c83a-74f8-43d0-a45d-111068dbfca1/,fb86c83a-74f8-43d0-a45d-111068dbfca1,gp21,fb86c83a-74f8-43d0-a45d-111068dbfca1,2025-09-08T07:53:38.479685Z,2025-09-08T07:52:57.692000Z,gp21
2025-09-08T08:14:34.033000Z,no anophele,none,no,---,---,630ac1008eec46f3b1d322a854da8dcd,2025-09-08,Marsabit,no,580,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,garbole godana,6.66,639.0,3.4543955,38.512469,temporary,between_10m_100m,Abdi Dida Wario,---,---,no,rainy_season,fully_shaded,GP16,3.454072435 38.51767879,3.454072435,3.454072435 38.51767879,38.51767879,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/ad81c845-ca0e-43ca-a289-30bb77a477c2/1757319253371.jpg,---,Moyale,Walda,rural,Tank,flowing,no,polluted,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/ad81c845-ca0e-43ca-a289-30bb77a477c2/,ad81c845-ca0e-43ca-a289-30bb77a477c2,gp16,ad81c845-ca0e-43ca-a289-30bb77a477c2,2025-09-08T08:14:35.455162Z,2025-09-08T08:09:34.335000Z,gp16
2025-09-08T08:17:51.829000Z,,none,no,---,---,630ac1008eec46f3b1d322a854da8dcd,2025-09-08,Marsabit,no,514,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,abduba galgallo,4.83,628.0,3.4544191,38.5130666,temporary,between_10m_100m,Abdi Dida Wario,---,---,no,rainy_season,not_shaded,GP16,3.454072435 38.51767879,3.454072435,3.454072435 38.51767879,38.51767879,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/f9af4f2a-1f5f-4006-ba37-cb5b3c3f847b/1757319463193.jpg,---,Moyale,Walda,rural,Tank,flowing,no,clear,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/f9af4f2a-1f5f-4006-ba37-cb5b3c3f847b/,f9af4f2a-1f5f-4006-ba37-cb5b3c3f847b,gp16,f9af4f2a-1f5f-4006-ba37-cb5b3c3f847b,2025-09-08T08:17:53.910458Z,2025-09-08T08:16:29.143000Z,gp16
2025-09-08T08:34:30.006000Z,larval available,scarce,yes,TRK34228,TRK34228,e8280a2b755540269f974a1ca6c1ca66,2025-09-08,Turkana,yes,226,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,central village,4.4,594.79,4.5211117,35.4216,temporary,less_than_10m,Itukon Omar Ekeno,---,---,no,rainy_season,not_shaded,GP34,4.5197236 35.4230864,4.5197236,4.5197236 35.4230864,35.4230864,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/d2e33af9-24ac-4a0d-b19f-8c80af97cc27/1757320305146.jpg,d55eae9f-2e45-4d31-928d-14903f979bae,Turkana North,Lokolio,peri-urban,Water collection point puddle,stagnant,no,turbid_cloudy,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/d2e33af9-24ac-4a0d-b19f-8c80af97cc27/,d2e33af9-24ac-4a0d-b19f-8c80af97cc27,gp34,d2e33af9-24ac-4a0d-b19f-8c80af97cc27,2025-09-08T08:34:31.450106Z,2025-09-08T08:25:18.504000Z,gp34
2025-09-08T08:39:50.673000Z,,none,no,---,---,630ac1008eec46f3b1d322a854da8dcd,2025-09-08,Marsabit,no,613,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,garbole godana,4.9,637.0,3.4548042,38.5122104,temporary,between_10m_100m,Abdi Dida Wario,---,---,no,dry_season,fully_shaded,GP16,3.454072435 38.51767879,3.454072435,3.454072435 38.51767879,38.51767879,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/547918ac-cbe8-4fd9-a3c8-fc7a2c030559/1757320779722.jpg,---,Moyale,Walda,rural,Tank,flowing,no,clear,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/547918ac-cbe8-4fd9-a3c8-fc7a2c030559/,547918ac-cbe8-4fd9-a3c8-fc7a2c030559,gp16,547918ac-cbe8-4fd9-a3c8-fc7a2c030559,2025-09-08T08:39:54.681307Z,2025-09-08T08:37:53.334000Z,gp16
2025-09-08T10:16:32.042000Z,,none,yes,MER11227,MER11227,fecfe3e4338147fa91c7af95419f62b8,2025-09-08,Meru,no,1382,between_100m_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,k,4.4,1466.0,0.1765839,37.7782583,temporary,between_10m_100m,Josphine Kainda,---,---,no,dry_season,not_shaded,-02,0.180696308 37.76653212,0.180696308,0.180696308 37.76653212,37.76653212,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/776beee1-0acc-457b-bc95-fb25f6a0110a/1757326439706.jpg,17dd354a-b570-435f-8bc8-fe5631cc1deb,Tigania West,Ncooro,rural,Tank,stagnant,yes,clear,between_10cm_50cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/776beee1-0acc-457b-bc95-fb25f6a0110a/,776beee1-0acc-457b-bc95-fb25f6a0110a,gp11,776beee1-0acc-457b-bc95-fb25f6a0110a,2025-09-08T10:16:35.194010Z,2025-09-08T10:09:17.666000Z,gp11
2025-09-08T10:49:36.969000Z,,none,yes,MER1122C,MER1122C,fecfe3e4338147fa91c7af95419f62b8,2025-09-08,Meru,no,1814,between_100m_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,St john,4.9,1497.4,0.1758773,37.7821175,temporary,less_than_10m,Josphine Kainda,---,---,no,dry_season,fully_shaded,-02,0.180696308 37.76653212,0.180696308,0.180696308 37.76653212,37.76653212,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/b2531791-ea59-4bb8-b5ed-bafb723fec70/1757328477850.jpg,1d7475de-bf73-444f-9ba9-86cd27a58966,Tigania West,Ncooro,rural,Man-made construction water reservoir,stagnant,yes,polluted,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/b2531791-ea59-4bb8-b5ed-bafb723fec70/,b2531791-ea59-4bb8-b5ed-bafb723fec70,gp11,b2531791-ea59-4bb8-b5ed-bafb723fec70,2025-09-08T10:49:40.990477Z,2025-09-08T10:43:36.656000Z,gp11
2025-09-08T11:01:17.033000Z,,none,no,---,---,bf89063b4ddf4f56a1f11c3c1629a972,2025-09-08,Kakamega,yes,919,between_100m_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,cbd,4.77,1529.0,0.2757458,34.7560777,temporary,between_10m_100m,Ahmed Maluma,---,---,yes,rainy_season,not_shaded,GP10,0.283176591 34.75247468,0.283176591,0.283176591 34.75247468,34.75247468,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/52f53084-736d-44cc-a6ff-c2b2ab21dd9b/1757329243772.jpg,---,Lurambi,Township,urban,Ditch,stagnant,yes,polluted,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/52f53084-736d-44cc-a6ff-c2b2ab21dd9b/,52f53084-736d-44cc-a6ff-c2b2ab21dd9b,gp10,52f53084-736d-44cc-a6ff-c2b2ab21dd9b,2025-09-08T11:01:17.547575Z,2025-09-08T09:59:59.936000Z,gp10
2025-09-08T12:52:56.735000Z,"LUk,the,next,tam",none,no,---,---,8766968d2d5b4bc3a7ce6f25099c924d,2025-09-08,Tana River,no,1039,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,NYS,6.15,73.22,-1.1898851,39.8455398,temporary,less_than_10m,Maka Ibrahim,---,---,no,dry_season,not_shaded,GP29,-1.183901496 39.83837315,-1.183901496,-1.183901496 39.83837315,39.83837315,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/5b3b73a0-aca7-401a-bc34-17a5860404fc/1757335877405.jpg,---,Bura,Meti,rural,Stream,stagnant,no,turbid_cloudy,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/5b3b73a0-aca7-401a-bc34-17a5860404fc/,5b3b73a0-aca7-401a-bc34-17a5860404fc,gp29,5b3b73a0-aca7-401a-bc34-17a5860404fc,2025-09-08T12:52:58.748270Z,2025-09-08T12:48:27.347000Z,gp29
2025-09-08T13:06:46.200000Z,thi is  stagnant  water  the water is not  man  made  and  so  the larvae  no their,scarce,no,---,---,2c7ff7cc24c744498697683a14eb1446,2025-09-08,Kitui,no,1171,more_than_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,ngiluni,3.5,983.0,-0.9232091,38.063005,temporary,between_100m_250m,Catherine Ndanu Musyimi,---,---,no,dry_season,partially_shaded,GP31,-0.933132374 38.05949474,-0.933132374,-0.933132374 38.05949474,38.05949474,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/09057457-2ac0-4158-bb5b-1daf2a559864/1757336547525.jpg,---,Mwingi Central,Mwingi Township,urban,Swamp,seepage,yes,turbid_cloudy,between_10cm_50cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/09057457-2ac0-4158-bb5b-1daf2a559864/,09057457-2ac0-4158-bb5b-1daf2a559864,gp31,09057457-2ac0-4158-bb5b-1daf2a559864,2025-09-08T13:06:49.473635Z,2025-09-08T12:46:05.490000Z,gp31
2025-09-08T13:12:51.789000Z,,none,yes,TNR5022I,TNR5022I,993fc39e6d1849cf9a988afe690d54b1,2025-09-08,Tana River,yes,418,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,garsen,4.65,-7.91,-2.2689473,40.114079,temporary,less_than_10m,Hancy Buduko Funana,---,---,yes,rainy_season,not_shaded,GP50,-2.27132459 40.11117607,-2.27132459,-2.27132459 40.11117607,40.11117607,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/c22e1b73-e7bd-44e9-bfda-b1f91a868f62/1757337082866.jpg,f244742e-6755-496d-b80f-ea5567996c1d,Garsen,Chira,urban,Pit,stagnant,no,polluted,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/c22e1b73-e7bd-44e9-bfda-b1f91a868f62/,c22e1b73-e7bd-44e9-bfda-b1f91a868f62,gp50,c22e1b73-e7bd-44e9-bfda-b1f91a868f62,2025-09-08T13:14:52.090190Z,2025-09-08T13:08:46.514000Z,gp50
2025-09-06T13:52:28.129000Z,,none,no,---,---,a991ed6b6b884fe28bc3f28f51fbf850,2025-09-06,Baringo,yes,136,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,kolowa,4.9,962.0,1.2159284,35.7550002,permanent,between_10m_100m,Thomas Kiptoo,---,---,yes,dry_season,partially_shaded,GP53,1.215002696 35.75420916,1.215002696,1.215002696 35.75420916,35.75420916,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/022940c0-bb69-470b-8fe3-5b7cf4021dc9/1757166739789.jpg,---,East Pokot,Kollowa,urban,Tank,stagnant,no,clear,more_than_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/022940c0-bb69-470b-8fe3-5b7cf4021dc9/,022940c0-bb69-470b-8fe3-5b7cf4021dc9,gp53,022940c0-bb69-470b-8fe3-5b7cf4021dc9,2025-09-08T13:42:45.497634Z,2025-09-06T13:48:51.078000Z,gp53
2025-09-08T13:45:26.629000Z,,none,no,---,---,046326c39b5f4a55bf82a9ef8b39ba03,2025-09-08,West Pokot,no,631,between_100m_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,kotorok village,4.93,2040.0,1.258012,35.0921593,temporary,between_10m_100m,Elizabeth Chepowon,---,---,no,rainy_season,not_shaded,-04,1.258727542 35.09778471,1.258727542,1.258727542 35.09778471,35.09778471,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/8048c1a5-7d99-443b-971d-4de6076f8380/1757339029150.jpg,---,West Pokot,Mwotot,peri-urban,Ditch,stagnant,no,turbid_cloudy,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/8048c1a5-7d99-443b-971d-4de6076f8380/,8048c1a5-7d99-443b-971d-4de6076f8380,gp54,8048c1a5-7d99-443b-971d-4de6076f8380,2025-09-08T13:45:23.469330Z,2025-09-08T13:35:51.390000Z,gp54
2025-09-08T13:46:08.901000Z,,none,no,---,---,a991ed6b6b884fe28bc3f28f51fbf850,2025-09-08,Baringo,yes,97,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,kolowa,4.5,950.0,1.2158678,35.7542564,temporary,less_than_10m,Thomas Kiptoo,---,---,yes,dry_season,not_shaded,GP53,1.215002696 35.75420916,1.215002696,1.215002696 35.75420916,35.75420916,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/73305596-8203-4344-86f0-970eb33cb577/1757339158547.jpg,---,East Pokot,Kollowa,urban,Tank,stagnant,no,clear,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/73305596-8203-4344-86f0-970eb33cb577/,73305596-8203-4344-86f0-970eb33cb577,gp53,73305596-8203-4344-86f0-970eb33cb577,2025-09-08T13:46:11.182942Z,2025-09-08T13:43:05.269000Z,gp53
2025-08-31T09:15:15.266000Z,,scarce,yes,TNR3622L,TNR3622L,68aa05d049ec40d7be31d183e43bd6df,2025-08-31,Tana River,yes,854,between_100m_500m,less_than_100m,1,,1,1,,,,,,,odm,1.45,35.0,-1.501445,40.0301833,temporary,less_than_10m,Fatuma Wario,---,---,yes,dry_season,partially_shaded,GP36,-1.50885711 40.02820054,-1.50885711,-1.50885711 40.02820054,40.02820054,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/958f1fd9-0182-4ef9-9ba1-0c389a8354cb/1756631655155.jpg,ae176077-806a-431c-819b-866c72adaa3d,Galole,Hola,urban,Drainage channel,stagnant,no,dark,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/958f1fd9-0182-4ef9-9ba1-0c389a8354cb/,958f1fd9-0182-4ef9-9ba1-0c389a8354cb,gp36,958f1fd9-0182-4ef9-9ba1-0c389a8354cb,2025-09-08T13:53:18.262732Z,2025-08-31T09:12:14.992000Z,gp36
2025-09-08T13:59:07.203000Z,mohamednoor,moderate,no,---,---,72db1dbe906842259a456dc6654c5e12,2025-09-08,Garissa,no,766,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,masjidul noor,3.0,40.0,-1.1515379,41.0572284,temporary,between_100m_250m,Mohamednoor Guhad,---,---,no,dry_season,partially_shaded,GP39,-1.150736525 41.05039213,-1.150736525,-1.150736525 41.05039213,41.05039213,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/8dc7d7b4-4337-4187-b500-b9c16737d77f/1757339867463.jpg,---,Hulugho,Hulugho,peri-urban,Dam,stagnant,yes,turbid_cloudy,more_than_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/8dc7d7b4-4337-4187-b500-b9c16737d77f/,8dc7d7b4-4337-4187-b500-b9c16737d77f,gp39,8dc7d7b4-4337-4187-b500-b9c16737d77f,2025-09-08T13:59:06.220543Z,2025-09-08T13:54:11.531000Z,gp39
2025-09-09T04:21:00.025000Z,,none,no,---,---,f05d627f70764cefbe70bd724044e233,2025-09-09,Garissa,no,1702,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,iftin,5.47,118.19,-0.4760255,39.651047,temporary,less_than_10m,Feisal Ahmed Derow,---,---,no,dry_season,not_shaded,GP14,-0.461641056 39.64582053,-0.461641056,-0.461641056 39.64582053,39.64582053,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/c4597ad5-bfa4-4b37-a4c1-34e6d1a81578/1757391650360.jpg,---,Garissa,Iftin,urban,Tank,stagnant,no,turbid_cloudy,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/c4597ad5-bfa4-4b37-a4c1-34e6d1a81578/,c4597ad5-bfa4-4b37-a4c1-34e6d1a81578,gp14,c4597ad5-bfa4-4b37-a4c1-34e6d1a81578,2025-09-09T04:21:02.229047Z,2025-09-09T04:19:27.399000Z,gp14
2025-09-09T04:24:01.528000Z,,none,no,---,---,f05d627f70764cefbe70bd724044e233,2025-09-09,Garissa,no,1669,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,iftin,4.24,118.3,-0.4758393,39.6506785,temporary,less_than_10m,Feisal Ahmed Derow,---,---,no,dry_season,not_shaded,GP14,-0.461641056 39.64582053,-0.461641056,-0.461641056 39.64582053,39.64582053,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/4c9ed365-e9d9-4068-bdf2-bfefc664bd71/1757391834562.jpg,---,Garissa,Iftin,urban,Tank,stagnant,no,turbid_cloudy,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/4c9ed365-e9d9-4068-bdf2-bfefc664bd71/,4c9ed365-e9d9-4068-bdf2-bfefc664bd71,gp14,4c9ed365-e9d9-4068-bdf2-bfefc664bd71,2025-09-09T04:24:02.952961Z,2025-09-09T04:22:20.411000Z,gp14
2025-09-09T04:26:08.718000Z,,none,no,---,---,f05d627f70764cefbe70bd724044e233,2025-09-09,Garissa,no,1656,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,iftin,4.72,119.09,-0.4757449,39.6505774,temporary,less_than_10m,Feisal Ahmed Derow,---,---,no,dry_season,not_shaded,GP14,-0.461641056 39.64582053,-0.461641056,-0.461641056 39.64582053,39.64582053,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/0deb885a-a1bd-4451-8dc3-4f2c0f9267e9/1757391962908.jpg,---,Garissa,Iftin,urban,Tank,stagnant,no,turbid_cloudy,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/0deb885a-a1bd-4451-8dc3-4f2c0f9267e9/,0deb885a-a1bd-4451-8dc3-4f2c0f9267e9,gp14,0deb885a-a1bd-4451-8dc3-4f2c0f9267e9,2025-09-09T04:26:10.179718Z,2025-09-09T04:24:48.829000Z,gp14
2025-09-09T04:28:11.108000Z,mohamednoor,none,no,---,---,72db1dbe906842259a456dc6654c5e12,2025-09-09,Garissa,no,1074,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,bulla rahma,3.4,24.0,-1.1477481,41.0595734,temporary,less_than_10m,Mohamednoor Guhad,drum,---,no,dry_season,not_shaded,GP39,-1.150736525 41.05039213,-1.150736525,-1.150736525 41.05039213,41.05039213,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/eb78b366-33f5-4673-8db6-a0efb25d6305/1757392073274.jpg,---,Hulugho,Hulugho,peri-urban,Other (specify),seepage,no,clear,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/eb78b366-33f5-4673-8db6-a0efb25d6305/,eb78b366-33f5-4673-8db6-a0efb25d6305,gp39,eb78b366-33f5-4673-8db6-a0efb25d6305,2025-09-09T04:28:08.925118Z,2025-09-09T04:23:04.644000Z,gp39
2025-09-09T04:30:33.857000Z,,none,no,---,---,f05d627f70764cefbe70bd724044e233,2025-09-09,Garissa,no,1640,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,iftin,7.62,119.09,-0.4756494,39.6504324,temporary,less_than_10m,Feisal Ahmed Derow,---,---,no,dry_season,not_shaded,GP14,-0.461641056 39.64582053,-0.461641056,-0.461641056 39.64582053,39.64582053,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/2cb46c22-3fc0-488b-a81a-0ee5b28f61c8/1757392225293.jpg,---,Garissa,Iftin,urban,Tank,stagnant,no,turbid_cloudy,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/2cb46c22-3fc0-488b-a81a-0ee5b28f61c8/,2cb46c22-3fc0-488b-a81a-0ee5b28f61c8,gp14,2cb46c22-3fc0-488b-a81a-0ee5b28f61c8,2025-09-09T04:32:36.517992Z,2025-09-09T04:28:36.853000Z,gp14
2025-09-09T04:35:18.039000Z,,none,no,---,---,f05d627f70764cefbe70bd724044e233,2025-09-09,Garissa,no,1619,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,iftin,7.88,118.5,-0.475464,39.650373,temporary,less_than_10m,Feisal Ahmed Derow,---,---,no,dry_season,not_shaded,GP14,-0.461641056 39.64582053,-0.461641056,-0.461641056 39.64582053,39.64582053,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/2aef4f63-6454-4552-a25a-82d7161f4327/1757392510427.jpg,---,Garissa,Iftin,urban,Tank,stagnant,no,turbid_cloudy,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/2aef4f63-6454-4552-a25a-82d7161f4327/,2aef4f63-6454-4552-a25a-82d7161f4327,gp14,2aef4f63-6454-4552-a25a-82d7161f4327,2025-09-09T04:35:19.578459Z,2025-09-09T04:33:32.712000Z,gp14
2025-09-09T05:03:10.268000Z,,none,no,---,---,f05d627f70764cefbe70bd724044e233,2025-09-09,Garissa,no,767,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,iftin,5.99,124.0,-0.4670395,39.6501036,temporary,less_than_10m,Feisal Ahmed Derow,---,---,no,dry_season,partially_shaded,GP14,-0.461641056 39.64582053,-0.461641056,-0.461641056 39.64582053,39.64582053,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/ff0ebdf5-03cf-4e99-81cd-fd7174e3b831/1757394186406.jpg,---,Garissa,Iftin,urban,Ditch,stagnant,yes,turbid_cloudy,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/ff0ebdf5-03cf-4e99-81cd-fd7174e3b831/,ff0ebdf5-03cf-4e99-81cd-fd7174e3b831,gp14,ff0ebdf5-03cf-4e99-81cd-fd7174e3b831,2025-09-09T05:03:12.436563Z,2025-09-09T04:57:16.803000Z,gp14
2025-09-09T07:11:36.970000Z,,none,yes,TNR36227,TNR36227,68aa05d049ec40d7be31d183e43bd6df,2025-09-09,Tana River,yes,1232,more_than_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,hola city area,1.38,38.7,-1.497835,40.0292767,temporary,less_than_10m,Fatuma Wario,---,---,yes,dry_season,partially_shaded,GP36,-1.50885711 40.02820054,-1.50885711,-1.50885711 40.02820054,40.02820054,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/6a2e47af-00e1-4747-9f6f-7435ed5095b2/1757401846506.jpg,89e075c3-bc4d-4469-9eb5-977734698fad,Galole,Hola,urban,Ditch,stagnant,yes,dark,less_than_10cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/6a2e47af-00e1-4747-9f6f-7435ed5095b2/,6a2e47af-00e1-4747-9f6f-7435ed5095b2,gp36,6a2e47af-00e1-4747-9f6f-7435ed5095b2,2025-09-09T05:15:18.135567Z,2025-09-09T07:09:07.990000Z,gp36
